NO_MUNICIPIO_ESC,MESORREGIAO,PRESENCA
Lavras,CAMPO DAS VERTENTES,0.7874396135265701
Leandro Ferreira,CENTRAL MINEIRA,0.125
Leme do Prado,JEQUITINHONHA,0.6666666666666666
Leopoldina,ZONA DA MATA,0.7509578544061303
Liberdade,SUL/SUDOESTE DE MINAS,0.5454545454545454
Lima Duarte,ZONA DA MATA,0.6666666666666666
Limeira do Oeste,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.48484848484848486
Lontra,NORTE DE MINAS,0.6521739130434783
Luisburgo,ZONA DA MATA,0.5
Luislândia,NORTE DE MINAS,0.6666666666666666
Luminárias,CAMPO DAS VERTENTES,0.8461538461538461
Luz,CENTRAL MINEIRA,0.5714285714285714
Machacalis,VALE DO MUCURI,0.8571428571428571
Machado,SUL/SUDOESTE DE MINAS,0.7522123893805309
Madre de Deus de Minas,CAMPO DAS VERTENTES,0.6153846153846154
Malacacheta,VALE DO MUCURI,0.3877551020408163
Mamonas,NORTE DE MINAS,1.0
Manga,NORTE DE MINAS,0.631578947368421
Manhuaçu,ZONA DA MATA,0.580441640378549
Manhumirim,ZONA DA MATA,0.4576271186440678
Mantena,VALE DO RIO DOCE,0.5238095238095238
Mar de Espanha,ZONA DA MATA,0.43902439024390244
Maravilhas,METROPOLITANA DE BELO HORIZONTE,0.2857142857142857
Maria da Fé,SUL/SUDOESTE DE MINAS,0.6962025316455697
Mariana,METROPOLITANA DE BELO HORIZONTE,0.5357142857142857
Marilac,VALE DO RIO DOCE,0.4166666666666667
Maripá de Minas,ZONA DA MATA,0.7142857142857143
Marliéria,VALE DO RIO DOCE,0.6666666666666666
Marmelópolis,SUL/SUDOESTE DE MINAS,0.625
Martinho Campos,CENTRAL MINEIRA,0.6756756756756757
Martins Soares,ZONA DA MATA,0.4
Mata Verde,JEQUITINHONHA,0.6363636363636364
Materlândia,VALE DO RIO DOCE,0.5555555555555556
Mateus Leme,METROPOLITANA DE BELO HORIZONTE,0.5783132530120482
Mathias Lobato,VALE DO RIO DOCE,1.0
Matias Barbosa,ZONA DA MATA,0.6666666666666666
Matias Cardoso,NORTE DE MINAS,0.375
Matipó,ZONA DA MATA,0.6521739130434783
Mato Verde,NORTE DE MINAS,0.5769230769230769
Matozinhos,METROPOLITANA DE BELO HORIZONTE,0.5691056910569106
Matutina,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5
Medeiros,OESTE DE MINAS,0.0
Medina,JEQUITINHONHA,0.5161290322580645
Mendes Pimentel,VALE DO RIO DOCE,0.3076923076923077
Mercês,ZONA DA MATA,0.2222222222222222
Mesquita,VALE DO RIO DOCE,0.75
Minas Novas,JEQUITINHONHA,0.4925373134328358
Minduri,SUL/SUDOESTE DE MINAS,0.5
Mirabela,NORTE DE MINAS,0.6428571428571429
Miradouro,ZONA DA MATA,0.7857142857142857
Miravânia,NORTE DE MINAS,0.3333333333333333
Miraí,ZONA DA MATA,0.3333333333333333
Moeda,METROPOLITANA DE BELO HORIZONTE,0.3333333333333333
Moema,CENTRAL MINEIRA,0.4
Monjolos,CENTRAL MINEIRA,0.5
Monsenhor Paulo,SUL/SUDOESTE DE MINAS,0.2777777777777778
Montalvânia,NORTE DE MINAS,0.7241379310344828
Monte Alegre de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6410256410256411
Monte Azul,NORTE DE MINAS,0.7045454545454546
Monte Belo,SUL/SUDOESTE DE MINAS,0.30434782608695654
Monte Carmelo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6666666666666666
Monte Formoso,JEQUITINHONHA,0.3333333333333333
Monte Santo de Minas,SUL/SUDOESTE DE MINAS,0.5084745762711864
Monte Sião,SUL/SUDOESTE DE MINAS,0.627906976744186
Montes Claros,NORTE DE MINAS,0.7328699106256207
Montezuma,NORTE DE MINAS,0.42857142857142855
Morada Nova de Minas,CENTRAL MINEIRA,0.38461538461538464
Morro da Garça,CENTRAL MINEIRA,1.0
Morro do Pilar,METROPOLITANA DE BELO HORIZONTE,0.25
Munhoz,SUL/SUDOESTE DE MINAS,0.4444444444444444
Muriaé,ZONA DA MATA,0.6823770491803278
Mutum,VALE DO RIO DOCE,0.6323529411764706
Muzambinho,SUL/SUDOESTE DE MINAS,0.7272727272727273
Mário Campos,METROPOLITANA DE BELO HORIZONTE,0.5833333333333334
Nacip Raydan,VALE DO RIO DOCE,0.8333333333333334
Nanuque,VALE DO MUCURI,0.5428571428571428
Naque,VALE DO RIO DOCE,0.5333333333333333
Natalândia,NOROESTE DE MINAS,0.6774193548387096
Natércia,SUL/SUDOESTE DE MINAS,0.5
Nazareno,CAMPO DAS VERTENTES,0.625
Nepomuceno,CAMPO DAS VERTENTES,0.6956521739130435
Ninheira,NORTE DE MINAS,0.5
Nova Belém,VALE DO RIO DOCE,0.2857142857142857
Nova Era,METROPOLITANA DE BELO HORIZONTE,0.75
Nova Lima,METROPOLITANA DE BELO HORIZONTE,0.6445012787723785
Nova Módica,VALE DO RIO DOCE,0.6666666666666666
Nova Ponte,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.4782608695652174
Nova Porteirinha,NORTE DE MINAS,0.2857142857142857
Nova Resende,SUL/SUDOESTE DE MINAS,0.44
Nova Serrana,OESTE DE MINAS,0.45229681978798586
Nova União,METROPOLITANA DE BELO HORIZONTE,0.6363636363636364
Novo Cruzeiro,JEQUITINHONHA,0.45
Novo Oriente de Minas,VALE DO MUCURI,0.5384615384615384
Novorizonte,NORTE DE MINAS,0.5833333333333334
Olaria,ZONA DA MATA,0.5
Olhos-d'Água,NORTE DE MINAS,0.75
Oliveira,OESTE DE MINAS,0.7213114754098361
Oliveira Fortes,ZONA DA MATA,1.0
Olímpio Noronha,SUL/SUDOESTE DE MINAS,0.6363636363636364
Onça de Pitangui,METROPOLITANA DE BELO HORIZONTE,0.6666666666666666
Oratórios,ZONA DA MATA,0.5
Orizânia,ZONA DA MATA,0.125
Ouro Branco,METROPOLITANA DE BELO HORIZONTE,0.7982456140350878
Ouro Fino,SUL/SUDOESTE DE MINAS,0.49572649572649574
Ouro Preto,METROPOLITANA DE BELO HORIZONTE,0.697560975609756
Ouro Verde de Minas,VALE DO MUCURI,0.6
Padre Carvalho,NORTE DE MINAS,0.25
Padre Paraíso,JEQUITINHONHA,0.42857142857142855
Pai Pedro,NORTE DE MINAS,0.5
Paineiras,CENTRAL MINEIRA,0.5384615384615384
Pains,OESTE DE MINAS,0.4
Paiva,ZONA DA MATA,0.6666666666666666
Palma,ZONA DA MATA,0.6363636363636364
Palmópolis,JEQUITINHONHA,0.45454545454545453
Papagaios,METROPOLITANA DE BELO HORIZONTE,0.6
Paracatu,NOROESTE DE MINAS,0.6548463356973995
Paraguaçu,SUL/SUDOESTE DE MINAS,0.41025641025641024
Paraisópolis,SUL/SUDOESTE DE MINAS,0.6818181818181818
Paraopeba,METROPOLITANA DE BELO HORIZONTE,0.7846153846153846
Pará de Minas,METROPOLITANA DE BELO HORIZONTE,0.5718849840255591
Passa Quatro,SUL/SUDOESTE DE MINAS,0.6111111111111112
Passa Tempo,OESTE DE MINAS,0.3125
Passa Vinte,SUL/SUDOESTE DE MINAS,0.4
Passabém,METROPOLITANA DE BELO HORIZONTE,0.8
Passos,SUL/SUDOESTE DE MINAS,0.7124060150375939
Patis,NORTE DE MINAS,0.4444444444444444
Patos de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6567796610169492
Patrocínio,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6394736842105263
Patrocínio do Muriaé,ZONA DA MATA,0.6
Paula Cândido,ZONA DA MATA,0.8571428571428571
Paulistas,VALE DO RIO DOCE,0.3333333333333333
Pavão,VALE DO MUCURI,0.46153846153846156
Pedra Azul,JEQUITINHONHA,0.4666666666666667
Pedra Bonita,ZONA DA MATA,0.5
Pedra Dourada,ZONA DA MATA,0.6666666666666666
Pedra do Anta,ZONA DA MATA,0.6666666666666666
Pedra do Indaiá,OESTE DE MINAS,0.3333333333333333
Pedralva,SUL/SUDOESTE DE MINAS,0.76
Pedras de Maria da Cruz,NORTE DE MINAS,0.5
Pedrinópolis,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.2
Pedro Leopoldo,METROPOLITANA DE BELO HORIZONTE,0.6685082872928176
Pedro Teixeira,ZONA DA MATA,0.25
Pequeri,ZONA DA MATA,0.5
Pequi,METROPOLITANA DE BELO HORIZONTE,0.0
Perdigão,OESTE DE MINAS,0.42857142857142855
Perdizes,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.22727272727272727
Perdões,OESTE DE MINAS,0.6190476190476191
Periquito,VALE DO RIO DOCE,0.5
Peçanha,VALE DO RIO DOCE,0.6363636363636364
Piau,ZONA DA MATA,0.0
Piedade de Caratinga,VALE DO RIO DOCE,0.5384615384615384
Piedade de Ponte Nova,ZONA DA MATA,0.75
Piedade do Rio Grande,CAMPO DAS VERTENTES,0.75
Piedade dos Gerais,METROPOLITANA DE BELO HORIZONTE,0.25
Pimenta,OESTE DE MINAS,0.5714285714285714
Pingo d'Água,VALE DO RIO DOCE,0.8
Pintópolis,NORTE DE MINAS,0.6153846153846154
Piracema,OESTE DE MINAS,0.7
Pirajuba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6
Piranga,ZONA DA MATA,0.65
Piranguinho,SUL/SUDOESTE DE MINAS,0.5789473684210527
Piranguçu,SUL/SUDOESTE DE MINAS,0.6
Pirapetinga,ZONA DA MATA,0.68
Pirapora,NORTE DE MINAS,0.6944444444444444
Piraúba,ZONA DA MATA,0.5227272727272727
Pitangui,METROPOLITANA DE BELO HORIZONTE,0.75
Piumhi,OESTE DE MINAS,0.6808510638297872
Planura,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.25
Pocrane,VALE DO RIO DOCE,0.6428571428571429
Pompéu,CENTRAL MINEIRA,0.5970149253731343
Ponte Nova,ZONA DA MATA,0.7227272727272728
Ponto Chique,NORTE DE MINAS,0.3333333333333333
Ponto dos Volantes,JEQUITINHONHA,0.21739130434782608
Porteirinha,NORTE DE MINAS,0.7533333333333333
Porto Firme,ZONA DA MATA,0.5714285714285714
Poté,VALE DO MUCURI,0.78125
Pouso Alegre,SUL/SUDOESTE DE MINAS,0.6073131955484896
Pouso Alto,SUL/SUDOESTE DE MINAS,0.3333333333333333
Poço Fundo,SUL/SUDOESTE DE MINAS,0.7083333333333334
Poços de Caldas,SUL/SUDOESTE DE MINAS,0.6099071207430341
Prados,CAMPO DAS VERTENTES,0.75
Prata,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.4166666666666667
Pratinha,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6
Pratápolis,SUL/SUDOESTE DE MINAS,0.2727272727272727
Presidente Bernardes,ZONA DA MATA,0.6842105263157895
Presidente Juscelino,CENTRAL MINEIRA,0.6666666666666666
Presidente Kubitschek,JEQUITINHONHA,0.6111111111111112
Presidente Olegário,NOROESTE DE MINAS,0.5
Prudente de Morais,METROPOLITANA DE BELO HORIZONTE,0.6363636363636364
Quartel Geral,CENTRAL MINEIRA,0.4166666666666667
Queluzito,METROPOLITANA DE BELO HORIZONTE,0.0
Raposos,METROPOLITANA DE BELO HORIZONTE,0.5454545454545454
Raul Soares,ZONA DA MATA,0.6666666666666666
Recreio,ZONA DA MATA,0.6571428571428571
Reduto,ZONA DA MATA,0.5
Resende Costa,CAMPO DAS VERTENTES,0.7659574468085106
Resplendor,VALE DO RIO DOCE,0.5555555555555556
Ressaquinha,CAMPO DAS VERTENTES,0.36363636363636365
Riachinho,NORTE DE MINAS,0.625
Riacho dos Machados,NORTE DE MINAS,0.4
Ribeirão Vermelho,CAMPO DAS VERTENTES,0.6666666666666666
Ribeirão das Neves,METROPOLITANA DE BELO HORIZONTE,0.554089709762533
Rio Acima,METROPOLITANA DE BELO HORIZONTE,0.4166666666666667
Rio Casca,ZONA DA MATA,0.5869565217391305
Rio Doce,ZONA DA MATA,0.6666666666666666
Rio Espera,ZONA DA MATA,0.65
Rio Manso,METROPOLITANA DE BELO HORIZONTE,0.6
Rio Novo,ZONA DA MATA,0.3333333333333333
Rio Paranaíba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6481481481481481
Rio Pardo de Minas,NORTE DE MINAS,0.5789473684210527
Rio Piracicaba,METROPOLITANA DE BELO HORIZONTE,0.5714285714285714
Rio Pomba,ZONA DA MATA,0.8108108108108109
Rio Preto,ZONA DA MATA,0.5
Rio Vermelho,METROPOLITANA DE BELO HORIZONTE,0.38461538461538464
Rio do Prado,JEQUITINHONHA,0.5
Ritápolis,CAMPO DAS VERTENTES,0.5
Rochedo de Minas,ZONA DA MATA,0.6666666666666666
Rodeiro,ZONA DA MATA,0.4090909090909091
Romaria,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.8
Rosário da Limeira,ZONA DA MATA,0.5263157894736842
Rubelita,NORTE DE MINAS,0.3
Rubim,JEQUITINHONHA,0.42105263157894735
Sabará,METROPOLITANA DE BELO HORIZONTE,0.5957446808510638
Sabinópolis,VALE DO RIO DOCE,0.6176470588235294
Sacramento,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5079365079365079
Salinas,NORTE DE MINAS,0.731404958677686
Salto da Divisa,JEQUITINHONHA,0.8333333333333334
Santa Bárbara,METROPOLITANA DE BELO HORIZONTE,0.6626506024096386
Santa Bárbara do Leste,VALE DO RIO DOCE,0.47619047619047616
Santa Bárbara do Monte Verde,ZONA DA MATA,0.6
Santa Bárbara do Tugúrio,CAMPO DAS VERTENTES,0.5
Santa Cruz de Minas,CAMPO DAS VERTENTES,0.375
Santa Cruz de Salinas,NORTE DE MINAS,0.6
Santa Cruz do Escalvado,ZONA DA MATA,0.5
Santa Efigênia de Minas,VALE DO RIO DOCE,0.3333333333333333
Santa Fé de Minas,NORTE DE MINAS,0.4
Santa Helena de Minas,VALE DO MUCURI,0.5909090909090909
Santa Juliana,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5
Santa Luzia,METROPOLITANA DE BELO HORIZONTE,0.5957446808510638
Santa Margarida,ZONA DA MATA,0.5
Santa Maria de Itabira,METROPOLITANA DE BELO HORIZONTE,0.5909090909090909
Santa Maria do Salto,JEQUITINHONHA,0.38461538461538464
Santa Maria do Suaçuí,VALE DO RIO DOCE,0.48148148148148145
Santa Rita de Caldas,SUL/SUDOESTE DE MINAS,0.4444444444444444
Santa Rita de Ibitipoca,ZONA DA MATA,0.5
Santa Rita de Jacutinga,ZONA DA MATA,1.0
Santa Rita de Minas,VALE DO RIO DOCE,0.5416666666666666
Santa Rita do Itueto,VALE DO RIO DOCE,0.0
Santa Rita do Sapucaí,SUL/SUDOESTE DE MINAS,0.4266666666666667
Santa Rosa da Serra,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.0
Santa Vitória,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.42424242424242425
Santana da Vargem,SUL/SUDOESTE DE MINAS,0.35714285714285715
Santana de Cataguases,ZONA DA MATA,0.0
Santana de Pirapama,METROPOLITANA DE BELO HORIZONTE,0.3
Santana do Deserto,ZONA DA MATA,0.42857142857142855
Santana do Garambéu,CAMPO DAS VERTENTES,0.3333333333333333
Santana do Jacaré,OESTE DE MINAS,0.0
Santana do Manhuaçu,ZONA DA MATA,0.1
Santana do Paraíso,VALE DO RIO DOCE,0.45714285714285713
Santana do Riacho,METROPOLITANA DE BELO HORIZONTE,0.5454545454545454
Santana dos Montes,METROPOLITANA DE BELO HORIZONTE,0.5
Santo Antônio do Amparo,OESTE DE MINAS,0.6086956521739131
Santo Antônio do Aventureiro,ZONA DA MATA,0.5
Santo Antônio do Grama,ZONA DA MATA,0.3333333333333333
Santo Antônio do Itambé,METROPOLITANA DE BELO HORIZONTE,0.1111111111111111
Santo Antônio do Jacinto,JEQUITINHONHA,0.10526315789473684
Santo Antônio do Monte,OESTE DE MINAS,0.6
Santo Antônio do Retiro,NORTE DE MINAS,0.6363636363636364
Santo Antônio do Rio Abaixo,METROPOLITANA DE BELO HORIZONTE,0.6
Santo Hipólito,CENTRAL MINEIRA,0.2
Santos Dumont,ZONA DA MATA,0.65
Sapucaí-Mirim,SUL/SUDOESTE DE MINAS,0.25
Sardoá,VALE DO RIO DOCE,0.7142857142857143
Sarzedo,METROPOLITANA DE BELO HORIZONTE,0.3389830508474576
Sem-Peixe,ZONA DA MATA,0.3333333333333333
Senador Amaral,SUL/SUDOESTE DE MINAS,0.4166666666666667
Senador Cortes,ZONA DA MATA,0.4666666666666667
Senador Firmino,ZONA DA MATA,0.4444444444444444
Senador José Bento,SUL/SUDOESTE DE MINAS,0.25
Senador Modestino Gonçalves,JEQUITINHONHA,0.4782608695652174
Senhora de Oliveira,ZONA DA MATA,0.6666666666666666
Senhora do Porto,VALE DO RIO DOCE,0.5714285714285714
Senhora dos Remédios,CAMPO DAS VERTENTES,0.7272727272727273
Sericita,ZONA DA MATA,0.38461538461538464
Seritinga,SUL/SUDOESTE DE MINAS,0.5
Serra Azul de Minas,METROPOLITANA DE BELO HORIZONTE,0.5
Serra do Salitre,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.29411764705882354
Serra dos Aimorés,VALE DO MUCURI,0.25
Serrania,SUL/SUDOESTE DE MINAS,0.6923076923076923
Serranos,SUL/SUDOESTE DE MINAS,0.2
Serranópolis de Minas,NORTE DE MINAS,0.8
Serro,METROPOLITANA DE BELO HORIZONTE,0.5454545454545454
Sete Lagoas,METROPOLITANA DE BELO HORIZONTE,0.6891891891891891
Setubinha,VALE DO MUCURI,0.4444444444444444
Silveirânia,ZONA DA MATA,0.6
Silvianópolis,SUL/SUDOESTE DE MINAS,0.5555555555555556
Simonésia,ZONA DA MATA,0.5806451612903226
Simão Pereira,ZONA DA MATA,0.0
Sobrália,VALE DO RIO DOCE,0.5714285714285714
Soledade de Minas,SUL/SUDOESTE DE MINAS,0.16666666666666666
São Bento Abade,SUL/SUDOESTE DE MINAS,0.5
São Brás do Suaçuí,METROPOLITANA DE BELO HORIZONTE,0.6666666666666666
São Domingos das Dores,VALE DO RIO DOCE,0.7692307692307693
São Domingos do Prata,METROPOLITANA DE BELO HORIZONTE,0.7027027027027027
São Francisco,NORTE DE MINAS,0.6326530612244898
São Francisco de Paula,OESTE DE MINAS,0.2222222222222222
São Francisco de Sales,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7777777777777778
São Francisco do Glória,ZONA DA MATA,0.75
São Félix de Minas,VALE DO RIO DOCE,1.0
São Geraldo,ZONA DA MATA,0.5666666666666667
São Geraldo da Piedade,VALE DO RIO DOCE,0.6666666666666666
São Geraldo do Baixio,VALE DO RIO DOCE,0.6666666666666666
São Gonçalo do Abaeté,NOROESTE DE MINAS,0.5
São Gonçalo do Pará,OESTE DE MINAS,0.2857142857142857
São Gonçalo do Rio Abaixo,METROPOLITANA DE BELO HORIZONTE,0.375
São Gonçalo do Rio Preto,JEQUITINHONHA,0.5714285714285714
São Gonçalo do Sapucaí,SUL/SUDOESTE DE MINAS,0.6595744680851063
São Gotardo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6439393939393939
São Joaquim de Bicas,METROPOLITANA DE BELO HORIZONTE,0.48148148148148145
São José da Barra,SUL/SUDOESTE DE MINAS,0.75
São José da Lapa,METROPOLITANA DE BELO HORIZONTE,0.5
São José da Safira,VALE DO RIO DOCE,0.2
São José da Varginha,METROPOLITANA DE BELO HORIZONTE,0.6666666666666666
São José do Alegre,SUL/SUDOESTE DE MINAS,0.65
São José do Divino,VALE DO RIO DOCE,0.6666666666666666
São José do Goiabal,METROPOLITANA DE BELO HORIZONTE,0.7272727272727273
São José do Jacuri,VALE DO RIO DOCE,0.8
São José do Mantimento,ZONA DA MATA,0.5555555555555556
São João Batista do Glória,SUL/SUDOESTE DE MINAS,0.5555555555555556
São João Evangelista,VALE DO RIO DOCE,0.7928571428571428
São João Nepomuceno,ZONA DA MATA,0.8947368421052632
São João da Lagoa,NORTE DE MINAS,0.7692307692307693
São João da Mata,SUL/SUDOESTE DE MINAS,0.3333333333333333
São João da Ponte,NORTE DE MINAS,0.42857142857142855
São João das Missões,NORTE DE MINAS,0.75
São João del Rei,CAMPO DAS VERTENTES,0.7352185089974294
São João do Manhuaçu,ZONA DA MATA,0.7083333333333334
São João do Manteninha,VALE DO RIO DOCE,0.25
São João do Oriente,VALE DO RIO DOCE,0.5862068965517241
São João do Pacuí,NORTE DE MINAS,0.2857142857142857
São João do Paraíso,NORTE DE MINAS,0.66
São Lourenço,SUL/SUDOESTE DE MINAS,0.6612021857923497
São Miguel do Anta,ZONA DA MATA,0.7727272727272727
São Pedro da União,SUL/SUDOESTE DE MINAS,1.0
São Pedro do Suaçuí,VALE DO RIO DOCE,0.6666666666666666
São Pedro dos Ferros,ZONA DA MATA,0.6470588235294118
São Romão,NORTE DE MINAS,0.75
São Roque de Minas,OESTE DE MINAS,0.46153846153846156
São Sebastião da Bela Vista,SUL/SUDOESTE DE MINAS,0.2727272727272727
São Sebastião da Vargem Alegre,ZONA DA MATA,0.75
São Sebastião do Anta,VALE DO RIO DOCE,0.3333333333333333
São Sebastião do Maranhão,VALE DO RIO DOCE,0.6
São Sebastião do Oeste,OESTE DE MINAS,0.5714285714285714
São Sebastião do Paraíso,SUL/SUDOESTE DE MINAS,0.6265060240963856
São Sebastião do Rio Preto,METROPOLITANA DE BELO HORIZONTE,0.75
São Sebastião do Rio Verde,SUL/SUDOESTE DE MINAS,0.25
São Thomé das Letras,SUL/SUDOESTE DE MINAS,0.1
São Tiago,CAMPO DAS VERTENTES,0.6666666666666666
São Tomás de Aquino,SUL/SUDOESTE DE MINAS,0.42857142857142855
São Vicente de Minas,SUL/SUDOESTE DE MINAS,0.6666666666666666
Tabuleiro,ZONA DA MATA,0.5
Taiobeiras,NORTE DE MINAS,0.6086956521739131
Taparuba,VALE DO RIO DOCE,0.7857142857142857
Tapira,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5555555555555556
Taquaraçu de Minas,METROPOLITANA DE BELO HORIZONTE,0.6666666666666666
Tarumirim,VALE DO RIO DOCE,0.65625
Teixeiras,ZONA DA MATA,0.6666666666666666
Teófilo Otoni,VALE DO MUCURI,0.7205623901581723
Timóteo,VALE DO RIO DOCE,0.7702020202020202
Tiradentes,CAMPO DAS VERTENTES,0.6666666666666666
Tiros,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.2222222222222222
Tocantins,ZONA DA MATA,0.46153846153846156
Tocos do Moji,SUL/SUDOESTE DE MINAS,0.46153846153846156
Toledo,SUL/SUDOESTE DE MINAS,0.38461538461538464
Tombos,ZONA DA MATA,0.47619047619047616
Três Corações,SUL/SUDOESTE DE MINAS,0.6417322834645669
Três Marias,CENTRAL MINEIRA,0.5571428571428572
Três Pontas,SUL/SUDOESTE DE MINAS,0.6864864864864865
Tumiritinga,VALE DO RIO DOCE,0.6153846153846154
Tupaciguara,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6271186440677966
Turmalina,JEQUITINHONHA,0.6463414634146342
Turvolândia,SUL/SUDOESTE DE MINAS,0.3333333333333333
Ubaporanga,VALE DO RIO DOCE,0.6470588235294118
Ubaí,NORTE DE MINAS,0.7241379310344828
Uberaba,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5824022346368715
Uberlândia,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.7054415118931248
Ubá,ZONA DA MATA,0.6757369614512472
Umburatiba,VALE DO MUCURI,0.0
Unaí,NOROESTE DE MINAS,0.5943661971830986
União de Minas,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.5555555555555556
Uruana de Minas,NOROESTE DE MINAS,0.5
Urucuia,NORTE DE MINAS,0.7
Urucânia,ZONA DA MATA,0.65
Vargem Alegre,VALE DO RIO DOCE,0.6666666666666666
Vargem Grande do Rio Pardo,NORTE DE MINAS,0.5
Varginha,SUL/SUDOESTE DE MINAS,0.7043795620437956
Varjão de Minas,NOROESTE DE MINAS,0.6666666666666666
Varzelândia,NORTE DE MINAS,0.5227272727272727
Vazante,NOROESTE DE MINAS,0.7285714285714285
Verdelândia,NORTE DE MINAS,0.46153846153846156
Veredinha,JEQUITINHONHA,0.6111111111111112
Vermelho Novo,ZONA DA MATA,0.5
Veríssimo,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.6666666666666666
Vespasiano,METROPOLITANA DE BELO HORIZONTE,0.5836431226765799
Vieiras,ZONA DA MATA,0.6666666666666666
Virgem da Lapa,JEQUITINHONHA,0.3333333333333333
Virginópolis,VALE DO RIO DOCE,0.375
Virgolândia,VALE DO RIO DOCE,0.75
Virgínia,SUL/SUDOESTE DE MINAS,0.3
Visconde do Rio Branco,ZONA DA MATA,0.6863905325443787
Viçosa,ZONA DA MATA,0.8798646362098139
Volta Grande,ZONA DA MATA,0.42857142857142855
Várzea da Palma,NORTE DE MINAS,0.6511627906976745
Wenceslau Braz,SUL/SUDOESTE DE MINAS,0.5
Água Boa,VALE DO RIO DOCE,0.5555555555555556
Água Comprida,TRIÂNGULO MINEIRO/ALTO PARANAÍBA,0.0
Águas Formosas,VALE DO MUCURI,0.6153846153846154
Águas Vermelhas,NORTE DE MINAS,0.7
